_id,borrowDate,dueDate,recordType,returned,returnedDate,bookId,userId,expirationDate
65133aa8e861a18709467295B0698116151,2021-03-09T05:00:15.980Z,2021-03-30T05:00:15.980Z,borrowedBook,true,2021-03-14T04:55:18.703Z,0698116151,65133aa8e861a18709467295,
65133b94e861a18709467296B055337320X,2020-10-22T05:20:14.863Z,2020-11-12T05:20:14.863Z,borrowedBook,true,2020-11-10T04:17:56.942Z,055337320X,65133b94e861a18709467296,
65133b94e861a18709467296B0618128751,2022-02-03T04:31:34.044Z,2022-02-24T04:31:34.044Z,borrowedBook,true,2022-02-10T23:06:57.141Z,0618128751,65133b94e861a18709467296,
65133b94e861a18709467296B0767905180,2021-05-09T04:04:43.464Z,2021-05-30T04:04:43.464Z,borrowedBook,true,2021-05-18T11:48:43.256Z,0767905180,65133b94e861a18709467296,
65133ba5e861a18709467297B0671782266,2023-01-05T18:20:38.321Z,2023-01-26T18:20:38.321Z,borrowedBook,true,2023-01-21T09:53:44.402Z,0671782266,65133ba5e861a18709467297,
65133ba5e861a18709467297B0890878986,2021-02-03T03:03:26.680Z,2021-02-24T03:03:26.680Z,borrowedBook,true,2021-02-20T05:07:20.215Z,0890878986,65133ba5e861a18709467297,
65133bc0e861a18709467298B843207912X,2022-08-18T02:24:13.415Z,2022-09-08T02:24:13.415Z,borrowedBook,true,2022-08-19T06:03:03.092Z,843207912X,65133bc0e861a18709467298,
65133bd7e861a18709467299B0425162958,2023-05-26T05:14:03.751Z,2023-06-16T05:14:03.751Z,borrowedBook,true,2023-06-03T20:52:08.701Z,0425162958,65133bd7e861a18709467299,
65133bd7e861a18709467299B1853263656,2023-09-26T03:52:09.985Z,2023-10-17T03:52:09.985Z,borrowedBook,true,2023-10-06T17:29:55.530Z,1853263656,65133bd7e861a18709467299,
65133d1de861a1870946729bB0345456343,2021-06-14T00:47:30.155Z,2021-07-05T00:47:30.155Z,borrowedBook,true,2021-07-01T09:47:53.164Z,0345456343,65133d1de861a1870946729b,
65133d1de861a1870946729bB0553571060,2022-04-30T23:43:13.014Z,2022-05-21T23:43:13.014Z,borrowedBook,true,2022-05-14T20:57:22.348Z,0553571060,65133d1de861a1870946729b,
65133d1de861a1870946729bB8423986225,2022-04-30T23:43:13.014Z,2022-05-21T23:43:13.014Z,borrowedBook,true,2022-05-14T20:57:22.348Z,8423986225,65133d1de861a1870946729b,
65133d1de861a1870946729cB0767915240,2022-12-26T10:54:03.944Z,2023-01-16T10:54:03.944Z,borrowedBook,true,2023-01-14T11:03:05.669Z,0767915240,65133d1de861a1870946729c,
65133d1de861a1870946729cB0823402770,2022-04-07T16:34:58.828Z,2022-04-28T16:34:58.828Z,borrowedBook,true,2022-04-24T11:36:31.714Z,0823402770,65133d1de861a1870946729c,
65133d1ee861a1870946729dB0673166244,2023-05-15T06:38:05.629Z,2023-06-05T06:38:05.629Z,borrowedBook,true,2023-05-28T07:47:29.207Z,0673166244,65133d1ee861a1870946729d,
65133d1ee861a1870946729eB0806133732,2020-11-06T07:57:38.934Z,2020-11-27T07:57:38.934Z,borrowedBook,true,2020-11-10T05:26:53.457Z,0806133732,65133d1ee861a1870946729e,
65133d1ee861a1870946729eB340461335X,2022-10-26T10:46:58.217Z,2022-11-16T10:46:58.217Z,borrowedBook,true,2022-11-05T01:26:38.634Z,340461335X,65133d1ee861a1870946729e,
65133d1ee861a1870946729fB0439049989,2023-08-20T17:52:11.107Z,2023-09-10T17:52:11.107Z,borrowedBook,true,2023-09-03T08:50:58.573Z,0439049989,65133d1ee861a1870946729f,
65133d1ee861a1870946729fB0671691511,2022-03-04T19:39:18.781Z,2022-03-25T19:39:18.781Z,borrowedBook,true,2022-03-14T21:14:00.707Z,0671691511,65133d1ee861a1870946729f,
65133d1ee861a1870946729fB0771082606,2022-05-15T07:53:16.176Z,2022-06-05T07:53:16.176Z,borrowedBook,true,2022-05-25T18:28:03.276Z,0771082606,65133d1ee861a1870946729f,
65133d1ee861a1870946729fB0811724468,2021-09-13T02:59:56.792Z,2021-10-04T02:59:56.792Z,borrowedBook,true,2021-09-14T10:01:20.062Z,0811724468,65133d1ee861a1870946729f,
65133d1fe861a187094672a0B0310415217,2021-01-24T03:59:34.334Z,2021-02-14T03:59:34.334Z,borrowedBook,true,2021-01-31T04:55:33.560Z,0310415217,65133d1fe861a187094672a0,
65133d1fe861a187094672a0B3250104434,2021-01-24T03:59:34.334Z,2021-02-14T03:59:34.334Z,borrowedBook,true,2021-01-31T04:55:33.560Z,3250104434,65133d1fe861a187094672a0,
65133d1fe861a187094672a2B0671008862,2022-08-05T13:19:19.094Z,2022-08-26T13:19:19.094Z,borrowedBook,true,2022-08-07T17:29:48.068Z,0671008862,65133d1fe861a187094672a2,
65133d1fe861a187094672a2B0767902831,2022-04-17T23:38:26.073Z,2022-05-08T23:38:26.073Z,borrowedBook,true,2022-04-19T16:39:19.656Z,0767902831,65133d1fe861a187094672a2,
65133d1fe861a187094672a2B0879518383,2023-08-04T02:02:17.124Z,2023-08-25T02:02:17.124Z,borrowedBook,true,2023-12-12T08:56:50.515Z,0879518383,65133d1fe861a187094672a2,
65133d1fe861a187094672a3B0312863829,2022-03-31T23:58:25.286Z,2022-04-21T23:58:25.286Z,borrowedBook,true,2022-04-08T17:35:43.454Z,0312863829,65133d1fe861a187094672a3,
65133d1fe861a187094672a3B1550500554,2023-02-01T12:12:41.190Z,2023-02-22T12:12:41.190Z,borrowedBook,true,2023-02-04T21:05:29.693Z,1550500554,65133d1fe861a187094672a3,
65133d20e861a187094672a4B0674463676,2022-08-13T10:17:54.149Z,2022-09-03T10:17:54.149Z,borrowedBook,true,2022-08-20T15:16:58.694Z,0674463676,65133d20e861a187094672a4,
65133d20e861a187094672a4B156924636X,2020-12-30T19:03:52.317Z,2021-01-20T19:03:52.317Z,borrowedBook,true,2021-01-14T16:46:25.397Z,156924636X,65133d20e861a187094672a4,
65133d20e861a187094672a5B0451529227,2022-01-03T14:09:21.221Z,2022-01-24T14:09:21.221Z,borrowedBook,true,2022-02-04T17:14:52.247Z,0451529227,65133d20e861a187094672a5,
65133d20e861a187094672a7B0689822510,2022-05-04T20:45:20.661Z,2022-05-25T20:45:20.661Z,borrowedBook,true,2022-05-06T09:39:27.305Z,0689822510,65133d20e861a187094672a7,
65133d20e861a187094672a8B0064430170,2023-07-20T18:03:35.122Z,2023-08-10T18:03:35.122Z,borrowedBook,true,2023-07-31T19:07:58.299Z,0064430170,65133d20e861a187094672a8,
65133d20e861a187094672a8B0142400602,2021-05-24T07:22:02.232Z,2021-06-14T07:22:02.232Z,borrowedBook,true,2021-06-02T20:53:40.153Z,0142400602,65133d20e861a187094672a8,
65133d20e861a187094672a8B0393310809,2021-05-24T07:22:02.232Z,2021-06-14T07:22:02.232Z,borrowedBook,true,2021-06-02T20:53:40.153Z,0393310809,65133d20e861a187094672a8,
65133d20e861a187094672a8B0713442549,2022-06-20T08:22:43.409Z,2022-07-11T08:22:43.409Z,borrowedBook,true,2022-06-29T02:45:11.411Z,0713442549,65133d20e861a187094672a8,
65133d20e861a187094672a9B0399149228,2022-02-03T05:20:39.797Z,2022-02-24T05:20:39.797Z,borrowedBook,true,2022-02-26T00:25:10.372Z,0399149228,65133d20e861a187094672a9,
65133d20e861a187094672a9B0864424612,2022-01-18T11:31:17.018Z,2022-02-08T11:31:17.018Z,borrowedBook,true,2022-01-19T21:33:09.897Z,0864424612,65133d20e861a187094672a9,
65133d20e861a187094672aaB0345341058,2022-06-30T10:04:40.346Z,2022-07-21T10:04:40.346Z,borrowedBook,true,2022-07-07T15:41:40.687Z,0345341058,65133d20e861a187094672aa,
65133d20e861a187094672aaB0553380117,2022-07-21T16:40:29.706Z,2022-08-11T16:40:29.706Z,borrowedBook,true,2022-08-02T12:37:39.824Z,0553380117,65133d20e861a187094672aa,
65133d21e861a187094672abB0060266643,2022-07-08T10:49:13.841Z,2022-07-29T10:49:13.841Z,borrowedBook,true,2022-07-25T20:45:22.411Z,0060266643,65133d21e861a187094672ab,
65133d21e861a187094672abB0380771233,2021-07-27T00:57:17.311Z,2021-08-17T00:57:17.311Z,borrowedBook,true,2021-08-07T04:00:29.667Z,0380771233,65133d21e861a187094672ab,
65133d21e861a187094672abB0517571684,2021-07-27T00:57:17.311Z,2021-08-17T00:57:17.311Z,borrowedBook,true,2021-08-07T04:00:29.667Z,0517571684,65133d21e861a187094672ab,
65133d21e861a187094672abB1573225088,2021-05-21T05:23:12.194Z,2021-06-11T05:23:12.194Z,borrowedBook,true,2021-05-26T11:03:51.692Z,1573225088,65133d21e861a187094672ab,
65133d21e861a187094672acB0679742581,2021-06-22T23:59:10.980Z,2021-07-13T23:59:10.980Z,borrowedBook,true,2021-07-07T21:42:16.164Z,0679742581,65133d21e861a187094672ac,
65133d21e861a187094672adB0439368634,2023-05-26T20:36:59.695Z,2023-06-16T20:36:59.695Z,borrowedBook,true,2023-06-15T09:37:52.963Z,0439368634,65133d21e861a187094672ad,
65133d21e861a187094672adB0449220567,2023-08-19T06:37:36.065Z,2023-09-09T06:37:36.065Z,borrowedBook,true,2023-08-19T19:15:10.726Z,0449220567,65133d21e861a187094672ad,
65133d21e861a187094672adB061830245X,2023-08-19T06:37:36.065Z,2023-09-09T06:37:36.065Z,borrowedBook,true,2023-08-19T19:15:10.726Z,061830245X,65133d21e861a187094672ad,
65133d21e861a187094672aeB055356241X,2021-10-29T23:08:02.455Z,2021-11-19T23:08:02.455Z,borrowedBook,true,2021-11-19T17:50:46.011Z,055356241X,65133d21e861a187094672ae,
65133d21e861a187094672aeB0870042416,2021-09-19T09:49:10.326Z,2021-10-10T09:49:10.326Z,borrowedBook,true,2021-09-29T04:04:49.068Z,0870042416,65133d21e861a187094672ae,
65133d21e861a187094672aeB0887846068,2023-01-09T06:07:51.076Z,2023-01-30T06:07:51.076Z,borrowedBook,true,2023-01-13T06:28:22.290Z,0887846068,65133d21e861a187094672ae,
65133d22e861a187094672b1B0060953101,2022-02-23T14:16:46.199Z,2022-03-16T14:16:46.199Z,borrowedBook,true,2022-03-10T19:16:03.465Z,0060953101,65133d22e861a187094672b1,
65133d22e861a187094672b1B0590372610,2021-09-05T19:20:57.426Z,2021-09-26T19:20:57.426Z,borrowedBook,true,2021-09-15T11:32:37.709Z,0590372610,65133d22e861a187094672b1,
65133d22e861a187094672b1B0679724516,2021-09-05T19:20:57.426Z,2021-09-26T19:20:57.426Z,borrowedBook,true,2021-09-15T11:32:37.709Z,0679724516,65133d22e861a187094672b1,
65133d22e861a187094672b1B0688125751,2023-05-21T14:43:04.900Z,2023-06-11T14:43:04.900Z,borrowedBook,true,2023-05-23T01:57:48.807Z,0688125751,65133d22e861a187094672b1,
65133d22e861a187094672b2B0002005018,2023-10-11T13:38:30.345Z,2023-11-01T13:38:30.345Z,borrowedBook,true,2023-10-11T13:38:37.786Z,0002005018,65133d22e861a187094672b2,
65133d22e861a187094672b2B0002251000,2023-10-11T13:37:40.029Z,2023-11-01T13:37:40.029Z,borrowedBook,true,2023-10-11T13:38:33.993Z,0002251000,65133d22e861a187094672b2,
65133d22e861a187094672b2B0020383142,2023-10-11T13:31:08.753Z,2023-11-01T13:31:08.753Z,borrowedBook,true,2023-10-11T13:31:22.063Z,0020383142,65133d22e861a187094672b2,
65133d22e861a187094672b2B0446519871,2020-12-08T22:50:11.355Z,2020-12-29T22:50:11.355Z,borrowedBook,true,2020-12-12T22:34:13.212Z,0446519871,65133d22e861a187094672b2,
65133d22e861a187094672b2B0786817577,2022-05-26T14:51:20.813Z,2022-06-16T14:51:20.813Z,borrowedBook,true,2022-06-16T13:58:15.282Z,0786817577,65133d22e861a187094672b2,
65133d22e861a187094672b2B0786867906,2023-02-12T11:38:02.434Z,2023-03-05T11:38:02.434Z,borrowedBook,true,2023-02-15T11:40:05.748Z,0786867906,65133d22e861a187094672b2,
65133d23e861a187094672b3B0671730029,2023-09-22T03:01:29.191Z,2023-10-13T03:01:29.191Z,borrowedBook,true,2023-10-03T03:26:57.871Z,0671730029,65133d23e861a187094672b3,
65133d23e861a187094672b4B0060536942,2022-06-26T21:06:49.142Z,2022-07-17T21:06:49.142Z,borrowedBook,true,2022-07-11T13:02:03.565Z,0060536942,65133d23e861a187094672b4,
65133d23e861a187094672b4B0195070658,2023-05-26T01:00:52.473Z,2023-06-16T01:00:52.473Z,borrowedBook,true,2023-06-02T16:35:09.719Z,0195070658,65133d23e861a187094672b4,
65133d23e861a187094672b4B0312099282,2023-04-04T12:19:40.564Z,2023-04-25T12:19:40.564Z,borrowedBook,true,2023-04-12T13:12:18.372Z,0312099282,65133d23e861a187094672b4,
65133d23e861a187094672b4B0670839434,2022-03-24T21:01:06.858Z,2022-04-14T21:01:06.858Z,borrowedBook,true,2022-04-01T02:40:11.148Z,0670839434,65133d23e861a187094672b4,
65133d23e861a187094672b5B0002005018,2023-12-07T10:51:59.396Z,2023-12-28T10:51:59.396Z,borrowedBook,true,2023-12-12T08:53:57.530Z,0002005018,65133d23e861a187094672b5,
65133d23e861a187094672b5B0020322305,2023-12-12T08:54:31.323Z,2024-01-02T08:54:31.323Z,borrowedBook,true,2023-12-12T08:55:33.388Z,0020322305,65133d23e861a187094672b5,
65133d23e861a187094672b5B0375705155,2022-04-17T03:00:23.241Z,2022-05-08T03:00:23.241Z,borrowedBook,true,2022-04-24T11:41:44.661Z,0375705155,65133d23e861a187094672b5,
65133d23e861a187094672b5B0399129030,2023-06-05T09:47:33.515Z,2023-06-26T09:47:33.515Z,borrowedBook,true,2023-12-12T08:56:00.077Z,0399129030,65133d23e861a187094672b5,
65133d23e861a187094672b5B0843947667,2021-05-29T20:43:10.669Z,2021-06-19T20:43:10.669Z,borrowedBook,true,2021-06-06T03:50:12.450Z,0843947667,65133d23e861a187094672b5,
65133d23e861a187094672b6B0374295980,2021-05-05T04:40:35.183Z,2021-05-26T04:40:35.183Z,borrowedBook,true,2021-05-19T07:11:42.683Z,0374295980,65133d23e861a187094672b6,
65133d23e861a187094672b6B0448095017,2022-03-13T19:50:57.452Z,2022-04-03T19:50:57.452Z,borrowedBook,true,2022-03-28T06:33:51.175Z,0448095017,65133d23e861a187094672b6,
65133d23e861a187094672b6B0886776791,2022-12-17T19:20:03.854Z,2023-01-07T19:20:03.854Z,borrowedBook,true,2022-12-28T15:05:51.424Z,0886776791,65133d23e861a187094672b6,
65133d24e861a187094672b7B0373218079,2021-01-02T20:17:12.126Z,2021-01-23T20:17:12.126Z,borrowedBook,true,2021-01-05T10:16:26.440Z,0373218079,65133d24e861a187094672b7,
65133d24e861a187094672b7B0553576550,2022-10-04T22:48:17.209Z,2022-10-25T22:48:17.209Z,borrowedBook,true,2022-10-09T15:11:28.442Z,0553576550,65133d24e861a187094672b7,
65133d24e861a187094672b7B0674400011,2022-07-15T17:49:45.518Z,2022-08-05T17:49:45.518Z,borrowedBook,true,2022-07-22T02:51:54.411Z,0674400011,65133d24e861a187094672b7,
65133d24e861a187094672b7B0806518561,2022-02-19T13:50:48.972Z,2022-03-12T13:50:48.972Z,borrowedBook,true,2022-02-20T18:38:32.631Z,0806518561,65133d24e861a187094672b7,
65133d24e861a187094672b9B0812064763,2022-10-31T06:32:34.198Z,2022-11-21T06:32:34.198Z,borrowedBook,true,2022-11-20T09:50:16.462Z,0812064763,65133d24e861a187094672b9,
65133d24e861a187094672baB0002005018,2023-10-11T13:42:52.163Z,2023-11-01T13:42:52.163Z,borrowedBook,true,2023-10-11T14:27:58.628Z,0002005018,65133d24e861a187094672ba,
65133d24e861a187094672baB0553269216,2022-03-01T08:36:47.463Z,2022-03-22T08:36:47.463Z,borrowedBook,true,2022-03-11T10:46:47.958Z,0553269216,65133d24e861a187094672ba,
65133d25e861a187094672bdB0812575245,2023-07-28T01:47:39.422Z,2023-08-18T01:47:39.422Z,borrowedBook,true,2023-08-12T06:19:34.812Z,0812575245,65133d25e861a187094672bd,
65133d25e861a187094672bdB3499158124,2021-02-02T15:19:02.273Z,2021-02-23T15:19:02.273Z,borrowedBook,true,2021-02-08T07:02:26.342Z,3499158124,65133d25e861a187094672bd,
65133d25e861a187094672beB0697157954,2021-10-28T01:26:00.576Z,2021-11-18T01:26:00.576Z,borrowedBook,true,2021-11-13T17:28:22.289Z,0697157954,65133d25e861a187094672be,
65133d26e861a187094672c0B0446363510,2023-10-11T13:30:56.972Z,2023-11-01T13:30:56.972Z,borrowedBook,true,2023-10-11T13:37:14.019Z,0446363510,65133d26e861a187094672c0,
65133d26e861a187094672c0B0688129471,2021-08-01T13:26:40.099Z,2021-08-22T13:26:40.099Z,borrowedBook,true,2021-08-03T09:47:59.874Z,0688129471,65133d26e861a187094672c0,
65133d26e861a187094672c1B007138331X,2022-10-29T20:47:12.515Z,2022-11-19T20:47:12.515Z,borrowedBook,true,2022-10-30T22:04:26.005Z,007138331X,65133d26e861a187094672c1,
65133d26e861a187094672c1B044990508X,2021-03-17T00:32:53.681Z,2021-04-07T00:32:53.681Z,borrowedBook,true,2021-04-04T09:45:36.480Z,044990508X,65133d26e861a187094672c1,
65133d26e861a187094672c1B0914846566,2023-04-15T21:57:19.675Z,2023-05-06T21:57:19.675Z,borrowedBook,true,2023-12-12T08:54:35.620Z,0914846566,65133d26e861a187094672c1,
65133d26e861a187094672c1B2226065350,2022-10-29T20:47:12.515Z,2022-11-19T20:47:12.515Z,borrowedBook,true,2022-10-30T22:04:26.005Z,2226065350,65133d26e861a187094672c1,
65133d26e861a187094672c2B0156003686,2023-02-18T19:17:22.243Z,2023-03-11T19:17:22.243Z,borrowedBook,true,2023-02-20T12:49:34.390Z,0156003686,65133d26e861a187094672c2,
65133d26e861a187094672c2B0764223305,2023-02-21T07:03:03.369Z,2023-03-14T07:03:03.369Z,borrowedBook,true,2023-03-04T22:14:51.138Z,0764223305,65133d26e861a187094672c2,
65133d26e861a187094672c3B0553586424,2021-11-25T22:06:00.591Z,2021-12-16T22:06:00.591Z,borrowedBook,true,2021-11-28T16:58:55.908Z,0553586424,65133d26e861a187094672c3,
65133d26e861a187094672c3B0805051066,2022-03-17T16:08:03.501Z,2022-04-07T16:08:03.501Z,borrowedBook,true,2022-03-19T22:58:46.753Z,0805051066,65133d26e861a187094672c3,
65133d26e861a187094672c4B0679409483,2021-01-22T20:55:37.177Z,2021-02-12T20:55:37.177Z,borrowedBook,true,2021-02-04T22:17:51.602Z,0679409483,65133d26e861a187094672c4,
65133d26e861a187094672c4B0679442618,2021-12-28T03:51:39.269Z,2022-01-18T03:51:39.269Z,borrowedBook,true,2022-01-14T08:48:16.001Z,0679442618,65133d26e861a187094672c4,
65133d26e861a187094672c5B0002251000,2023-12-12T08:52:53.358Z,2024-01-02T08:52:53.358Z,borrowedBook,true,2023-12-12T08:53:55.613Z,0002251000,65133d26e861a187094672c5,
65133d26e861a187094672c5B0020198817,2023-12-12T09:58:54.050Z,2024-01-02T09:58:54.050Z,borrowedBook,true,2023-12-12T09:59:51.951Z,0020198817,65133d26e861a187094672c5,
65133d26e861a187094672c5B0020383142,2023-12-12T09:38:51.582Z,2024-01-02T09:38:51.582Z,borrowedBook,true,2023-12-12T09:39:12.830Z,0020383142,65133d26e861a187094672c5,
65133d26e861a187094672c5B0140189769,2023-12-12T09:58:53.136Z,2024-01-02T09:58:53.136Z,borrowedBook,true,2023-12-12T09:59:52.622Z,0140189769,65133d26e861a187094672c5,
65133d26e861a187094672c5B0192741632,2023-12-12T10:13:29.887Z,2024-01-02T10:13:29.887Z,borrowedBook,true,2023-12-12T10:13:34.292Z,0192741632,65133d26e861a187094672c5,
65133d26e861a187094672c5B0486299910,2023-12-12T09:58:55.237Z,2024-01-02T09:58:55.237Z,borrowedBook,true,2023-12-12T09:59:50.876Z,0486299910,65133d26e861a187094672c5,
65133d26e861a187094672c5B0684717379,2023-12-12T09:58:57.033Z,2024-01-02T09:58:57.033Z,borrowedBook,true,2023-12-12T09:59:50.272Z,0684717379,65133d26e861a187094672c5,
65133d26e861a187094672c5B0805064222,2023-12-12T08:54:11.142Z,2024-01-02T08:54:11.142Z,borrowedBook,true,2023-12-12T08:54:14.765Z,0805064222,65133d26e861a187094672c5,
65133d26e861a187094672c6B0393083721,2023-01-28T20:30:26.567Z,2023-02-18T20:30:26.567Z,borrowedBook,true,2023-02-12T04:19:52.176Z,0393083721,65133d26e861a187094672c6,
65133d26e861a187094672c6B0582284627,2022-05-02T13:25:09.710Z,2022-05-23T13:25:09.710Z,borrowedBook,true,2022-05-20T10:09:42.918Z,0582284627,65133d26e861a187094672c6,
65133d26e861a187094672c6B0684124971,2023-03-02T22:09:06.106Z,2023-03-23T22:09:06.106Z,borrowedBook,true,2023-03-15T03:11:59.616Z,0684124971,65133d26e861a187094672c6,
65133d26e861a187094672c7B0517597152,2020-10-23T23:33:05.272Z,2020-11-13T23:33:05.272Z,borrowedBook,true,2020-11-05T06:17:15.691Z,0517597152,65133d26e861a187094672c7,
65133d26e861a187094672c8B0897893778,2022-01-16T11:29:11.096Z,2022-02-06T11:29:11.096Z,borrowedBook,true,2022-01-31T20:31:23.372Z,0897893778,65133d26e861a187094672c8,
65133d26e861a187094672c9B0195116186,2021-12-13T03:47:06.713Z,2022-01-03T03:47:06.713Z,borrowedBook,true,2021-12-30T03:42:22.663Z,0195116186,65133d26e861a187094672c9,
65133d26e861a187094672caB0316358371,2020-11-10T04:30:09.057Z,2020-12-01T04:30:09.057Z,borrowedBook,true,2020-11-15T00:43:34.029Z,0316358371,65133d26e861a187094672ca,
65133d26e861a187094672caB0553211404,2020-10-29T07:10:47.354Z,2020-11-19T07:10:47.354Z,borrowedBook,true,2020-11-02T10:00:38.907Z,0553211404,65133d26e861a187094672ca,
65133d26e861a187094672caB0679727299,2023-10-05T15:12:24.110Z,2023-10-26T15:12:24.110Z,borrowedBook,true,2023-10-06T00:55:38.075Z,0679727299,65133d26e861a187094672ca,
65133d26e861a187094672caB0679742581,2021-05-22T12:25:57.592Z,2021-06-12T12:25:57.592Z,borrowedBook,true,2021-05-24T08:33:31.960Z,0679742581,65133d26e861a187094672ca,
65133d26e861a187094672caB0743214293,2020-11-23T15:37:44.216Z,2020-12-14T15:37:44.216Z,borrowedBook,true,2020-11-28T01:19:08.837Z,0743214293,65133d26e861a187094672ca,
65133d26e861a187094672cbB067346962X,2021-10-17T10:03:03.808Z,2021-11-07T10:03:03.808Z,borrowedBook,true,2021-10-21T12:13:49.876Z,067346962X,65133d26e861a187094672cb,
65133d26e861a187094672cbB156414562X,2020-12-11T07:26:11.316Z,2021-01-01T07:26:11.316Z,borrowedBook,true,2020-12-12T17:17:14.774Z,156414562X,65133d26e861a187094672cb,
65133d26e861a187094672ccB0030557364,2021-02-11T12:32:10.637Z,2021-03-04T12:32:10.637Z,borrowedBook,true,2021-03-01T17:44:26.432Z,0030557364,65133d26e861a187094672cc,
65133d26e861a187094672ccB076422722X,2021-07-12T14:06:39.352Z,2021-08-02T14:06:39.352Z,borrowedBook,true,2021-07-27T00:18:02.012Z,076422722X,65133d26e861a187094672cc,
65133d27e861a187094672ceB0380724774,2021-05-20T12:51:39.484Z,2021-06-10T12:51:39.484Z,borrowedBook,true,2021-05-21T15:37:19.937Z,0380724774,65133d27e861a187094672ce,
65133d27e861a187094672ceB0670852961,2023-04-14T16:13:07.742Z,2023-05-05T16:13:07.742Z,borrowedBook,true,2023-05-01T20:10:36.413Z,0670852961,65133d27e861a187094672ce,
65133d27e861a187094672ceB0786804297,2022-10-08T14:32:08.528Z,2022-10-29T14:32:08.528Z,borrowedBook,true,2022-10-27T05:55:04.943Z,0786804297,65133d27e861a187094672ce,
65133d27e861a187094672cfB0140441328,2022-08-21T20:00:51.869Z,2022-09-11T20:00:51.869Z,borrowedBook,true,2022-09-05T07:55:56.041Z,0140441328,65133d27e861a187094672cf,
65133d27e861a187094672cfB0439049989,2022-02-25T04:08:31.741Z,2022-03-18T04:08:31.741Z,borrowedBook,true,2022-02-26T07:14:02.185Z,0439049989,65133d27e861a187094672cf,
65133d27e861a187094672cfB0440218780,2020-10-21T19:12:06.007Z,2020-11-11T19:12:06.007Z,borrowedBook,true,2020-10-26T22:23:45.694Z,0440218780,65133d27e861a187094672cf,
65133d27e861a187094672cfB0804831483,2022-08-21T20:00:51.869Z,2022-09-11T20:00:51.869Z,borrowedBook,true,2022-09-05T07:55:56.041Z,0804831483,65133d27e861a187094672cf,
65133d27e861a187094672d0B0002005018,2023-12-07T09:48:26.266Z,2023-12-28T09:48:26.266Z,borrowedBook,true,2023-12-07T09:49:08.755Z,0002005018,65133d27e861a187094672d0,
65133d27e861a187094672d0B007212606X,2022-06-24T14:16:41.437Z,2022-07-15T14:16:41.437Z,borrowedBook,true,2022-07-04T23:03:42.299Z,007212606X,65133d27e861a187094672d0,
65133d27e861a187094672d0B1400047943,2023-09-13T11:21:13.388Z,2023-10-04T11:21:13.388Z,borrowedBook,true,2023-09-22T11:58:20.651Z,1400047943,65133d27e861a187094672d0,
65133d27e861a187094672d1B0425154548,2022-07-20T13:24:14.160Z,2022-08-10T13:24:14.160Z,borrowedBook,true,2022-07-23T20:40:15.273Z,0425154548,65133d27e861a187094672d1,
