_id,alias
64cc2db4830ba29148da4c9b,J. D. Salinger
64cc2db4830ba29148da4c9b,"Salinger, J. D."
64cc2db4830ba29148da4c9b,"Salinger, J.D."
64cc2db4830ba29148da4c9b,"Salinger, J. D"
64cc2db4830ba29148da4c9c,"Tolkien, J. R. R."
64cc2db4830ba29148da4c9c,"Tolkien, J.R.R."
64cc2db4830ba29148da4c9c,J.R.R. Tolkien
64cc2db4830ba29148da4c9c,J. R. R. Tolkien
64cc2db4830ba29148da4c9c,"Tolkien, J R R"
64cc2db4830ba29148da4c9c,"Tolkien, J. R. R"
64cc2db4830ba29148da4c9c,J.r.r. Tolkien
64cc2db4830ba29148da4c9f,"Heller, Jane"
64cc2db4830ba29148da4c9f,Jane Heller
64cc2db4830ba29148da4c9f,Jane.Heller
64cc2db4830ba29148da4ca0,"Rips, Michael"
64cc2db4830ba29148da4ca4,"Follett, Ken"
64cc2db4830ba29148da4ca4,Ken Follett
64cc2db4830ba29148da4ca4,Ken  Follett
64cc2db4830ba29148da4caa,"Albom, Mitch"
64cc2db4830ba29148da4caa,Mitch Albom
64cc2db4830ba29148da4cac,Michael Jan Friedman
64cc2db4830ba29148da4cac,"Friedman, Michael Jan"
64cc2db4830ba29148da4cae,"Barrett Jr., Neal"
64cc2db4830ba29148da4cae,Neal Barrett Jr.
64cc2db4830ba29148da4cae,"Barrett Jr, Neal"
64cc2db4830ba29148da4caf,"Morrell, David"
64cc2db4830ba29148da4caf,David Morrell
64cc2db4830ba29148da4cb0,"Brown, Sandra"
64cc2db4830ba29148da4cb0,Sandra Brown
64cc2db4830ba29148da4cb0,sandra brown
64cc2db4830ba29148da4cb0,Sandra  Brown
64cc2db4830ba29148da4cb1,"Patterson, James"
64cc2db4830ba29148da4cb1,James Patterson
64cc2db4830ba29148da4cb1,JAMES PATTERSON
64cc2db4830ba29148da4cb3,"Woods, Stuart"
64cc2db4830ba29148da4cb3,Stuart Woods
64cc2db4830ba29148da4cb4,"Johansen, Iris"
64cc2db4830ba29148da4cb4,Iris Johansen
64cc2db4830ba29148da4cb4,iris johansen
64cc2db4830ba29148da4cb5,Dan Brown
64cc2db4830ba29148da4cb5,"Brown, Dan"
64cc2db4830ba29148da4cb7,"Shreve, Anita"
64cc2db4830ba29148da4cb7,Anita Shreve
64cc2db4830ba29148da4cb8,"Rule, Ann"
64cc2db4830ba29148da4cb8,ANN RULE
64cc2db4830ba29148da4cb8,"Rule,  Ann"
64cc2db4830ba29148da4cb8,Ann Rule
64cc2db4830ba29148da4cba,"Theroux, Paul"
64cc2db4830ba29148da4cba,Paul Theroux
64cc2db4830ba29148da4cba,Paul theroux
64cc2db4830ba29148da4cba,"THEROUX, Paul"
64cc2db4830ba29148da4cbd,"O'Brien, John"
64cc2db4830ba29148da4cbd,John O'Brien
64cc2db4830ba29148da4cbd,John O'brien
64cc2db4830ba29148da4cbe,"King, Stephen"
64cc2db4830ba29148da4cbe,Stephen King
64cc2db4830ba29148da4cbe,"KING, Stephen"
64cc2db4830ba29148da4cbe,"King, Stephen , 1962-"
64cc2db4830ba29148da4cc1,"Clancy, Tom"
64cc2db4830ba29148da4cc1,Tom Clancy
64cc2db4830ba29148da4cc1,Tom  Clancy
64cc2db4830ba29148da4cc5,"Garcia Marquez, Gabriel"
64cc2db4830ba29148da4cc5,Gabriel Garcia Marquez
64cc2db4830ba29148da4cc5,"Marquez, Gabriel Garcia"
64cc2db4830ba29148da4cc5,"GARCIA MARQUEZ,GABRIEL"
64cc2db4830ba29148da4cc5,gabriel garcia marquez
64cc2db4830ba29148da4cc5,"García Márquez, Gabriel"
64cc2db4830ba29148da4cc5,"Garcia-Marquez, Gabriel"
64cc2db4830ba29148da4cc6,"Wells, Rebecca"
64cc2db4830ba29148da4cc6,Rebecca Wells
64cc2db4830ba29148da4cc7,"Hillerman, Tony"
64cc2db4830ba29148da4cc7,Tony Hillerman
64cc2db4830ba29148da4cc9,"Harris, Rachel"
64cc2db4830ba29148da4cc9,Rachel Harris
64cc2db4830ba29148da4cca,"McEwan, Ian"
64cc2db4830ba29148da4cca,Ian McEwan
64cc2db4830ba29148da4cca,"Mcewan, Ian"
64cc2db4830ba29148da4ccb,"Lewis, Michael"
64cc2db4830ba29148da4ccb,"Lewis,Michael"
64cc2db4830ba29148da4ccb,Michael Lewis
64cc2db4830ba29148da4ccc,"Zimler, Richard"
64cc2db4830ba29148da4ccc,Richard Zimler
64cc2db4830ba29148da4cd0,"Hooper, Kay"
64cc2db4830ba29148da4cd0,Kay Hooper
64cc2db4830ba29148da4cd5,"Hawthorne, Nathaniel"
64cc2db4830ba29148da4cd5,Nathaniel Hawthorne
64cc2db4830ba29148da4cd5,"HAWTHORNE, NATHANIEL"
64cc2db4830ba29148da4cd5,"Hawthorne,Nathaniel"
64cc2db4830ba29148da4cd8,"Duncan, Lois"
64cc2db4830ba29148da4cd8,Lois Duncan
64cc2db4830ba29148da4ce0,"O'Nan, Stewart"
64cc2db4830ba29148da4ce0,"ONan, Stewart"
64cc2db4830ba29148da4ce1,"Baldacci, David"
64cc2db4830ba29148da4ce1,David Baldacci
64cc2db4830ba29148da4ce2,Douglas Adams
64cc2db4830ba29148da4ce2,"Adams, Douglas"
64cc2db4830ba29148da4ce2,"ADAMS, DOUGLAS"
64cc2db4830ba29148da4ce4,"Cather, Willa"
64cc2db4830ba29148da4ce4,Willa Cather
64cc2db4830ba29148da4ce6,"Fielding, Helen"
64cc2db4830ba29148da4ce6,Helen Fielding
64cc2db4830ba29148da4ce6,Helen  Fielding
64cc2db4830ba29148da4ce6,"Fielding, Helen."
64cc2db4830ba29148da4ce7,"Dixon, Franklin W."
64cc2db4830ba29148da4ce7,Franklin W. Dixon
64cc2db4830ba29148da4ce7,"dixon, franklin w."
64cc2db4830ba29148da4ce7,Franklin W Dixon
64cc2db4830ba29148da4ce7,"Dixon, Franklin W"
64cc2db4830ba29148da4ce8,"Braun, Lilian Jackson"
64cc2db4830ba29148da4ce8,Lilian Jackson Braun
64cc2db4830ba29148da4ce8,"Jackson Braun, Lilian"
64cc2db4830ba29148da4ceb,"Wright, H. Norman"
64cc2db4830ba29148da4ceb,H. Norman Wright
64cc2db4830ba29148da4cec,"Anthony, Piers"
64cc2db4830ba29148da4cec,Piers Anthony
64cc2db4830ba29148da4cec,"ANTHONY, PIERS."
64cc2db4830ba29148da4ced,Ray Bradbury
64cc2db4830ba29148da4ced,"Bradbury, Ray"
64cc2db4830ba29148da4cef,"Chandler, Raymond"
64cc2db4830ba29148da4cef,Raymond Chandler
64cc2db4830ba29148da4cef,"CHANDLER,RAYMOND"
64cc2db4830ba29148da4cf0,"Coelho, Paulo"
64cc2db4830ba29148da4cf0,Paulo Coelho
64cc2db4830ba29148da4cf1,"Weldon, Fay"
64cc2db4830ba29148da4cf1,"WELDON, Fay"
64cc2db4830ba29148da4cf1,Fay Weldon
64cc2db4830ba29148da4cf1,Fay weldon
64cc2db4830ba29148da4cf3,"Davenport, Kiana"
64cc2db4830ba29148da4cf6,"Moore, Michael"
64cc2db4830ba29148da4cf6,Michael Moore
64cc2db4830ba29148da4cf9,"Joyce, James"
64cc2db4830ba29148da4cf9,James Joyce
64cc2db4830ba29148da4cf9,JAMES JOYCE
64cc2db4830ba29148da4cfb,"Kundera, Milan"
64cc2db4830ba29148da4cfb,Milan Kundera
64cc2db4830ba29148da4cfe,"Landvik, Lorna"
64cc2db4830ba29148da4d03,"Woodiwiss, Kathleen E"
64cc2db4830ba29148da4d03,"Woodiwiss, Kathleen E."
64cc2db4830ba29148da4d03,Kathleen E. Woodiwiss
64cc2db4830ba29148da4d03,"Woodiwiss, Kathleen E., Illustrated by Cover Art"
64cc2db4830ba29148da4d03,"woodiwiss, kathleen e."
64cc2db4830ba29148da4d04,"Plain, Belva"
64cc2db4830ba29148da4d04,Belva Plain
64cc2db4830ba29148da4d07,"Segal, Erich"
64cc2db4830ba29148da4d07,Erich Segal
64cc2db4830ba29148da4d08,"Adler, Elizabeth"
64cc2db4830ba29148da4d09,"Sparks, Nicholas"
64cc2db4830ba29148da4d09,Nicholas Sparks
64cc2db4830ba29148da4d0a,"Saul, John"
64cc2db4830ba29148da4d0a,John Saul
64cc2db4830ba29148da4d0c,"Chevalier, Tracy"
64cc2db4830ba29148da4d0e,"Palmer, Michael"
64cc2db4830ba29148da4d0e,Michael Palmer
64cc2db4830ba29148da4d13,"Perry, Anne"
64cc2db4830ba29148da4d13,Anne Perry
64cc2db4830ba29148da4d13,ANNE PERRY
64cc2db4830ba29148da4d14,"McCall Smith, Alexander"
64cc2db4830ba29148da4d14,"Smith, Alexander McCall"
64cc2db4830ba29148da4d14,Alexander McCall Smith
64cc2db4830ba29148da4d14,Alexander Mccall Smith
64cc2db4830ba29148da4d17,"Rendell, Ruth"
64cc2db4830ba29148da4d17,Ruth Rendell
64cc2db4830ba29148da4d17,"RENDELL, RUTH"
64cc2db4830ba29148da4d1a,Terry Pratchett
64cc2db4830ba29148da4d1a,"Pratchett, Terry"
64cc2db4830ba29148da4d1b,"White, E. B."
64cc2db4830ba29148da4d1b,E. B. White
64cc2db4830ba29148da4d1b,"White, E. B"
64cc2db4830ba29148da4d1b,"White, E.B."
64cc2db4830ba29148da4d1b,"White, E B."
64cc2db4830ba29148da4d1b,E.B. White
64cc2db4830ba29148da4d1c,"DiCamillo, Kate"
64cc2db4830ba29148da4d1f,"Rennison, Louise"
64cc2db4830ba29148da4d21,Bernard Cornwell
64cc2db4830ba29148da4d21,"Cornwell, Bernard"
64cc2db4830ba29148da4d22,"de Lint, Charles"
64cc2db4830ba29148da4d22,Charles de Lint
64cc2db4830ba29148da4d22,"De Lint, Charles"
64cc2db4830ba29148da4d22,"Lint, Charles de"
64cc2db4830ba29148da4d22,Charles De Lint
64cc2db4830ba29148da4d22,"Lint, Charles De"
64cc2db4830ba29148da4d22,Charles deLint
64cc2db4830ba29148da4d25,"Wilde, Oscar"
64cc2db4830ba29148da4d25,Oscar Wilde
64cc2db4830ba29148da4d25,"WILDE, OSCAR"
64cc2db4830ba29148da4d26,"Dahl, Roald"
64cc2db4830ba29148da4d26,Roald Dahl
64cc2db4830ba29148da4d26,"Dahl, Roald."
64cc2db4830ba29148da4d26,roald-dahl
64cc2db4830ba29148da4d26,"DAHL, ROALD"
64cc2db4830ba29148da4d27,"Napoli, Donna Jo"
64cc2db4830ba29148da4d27,Donna Jo Napoli
64cc2db4830ba29148da4d2c,"Alcott, Louisa May"
64cc2db4830ba29148da4d2c,Louisa May Alcott
64cc2db4830ba29148da4d2d,George Orwell
64cc2db4830ba29148da4d2d,"Orwell, George"
64cc2db4830ba29148da4d2e,Charles Dickens
64cc2db4830ba29148da4d2e,"Dickens, Charles"
64cc2db4830ba29148da4d2e,Charles  Dickens
64cc2db4830ba29148da4d2e,charles-dickens
64cc2db4830ba29148da4d2f,Isabel Allende
64cc2db4830ba29148da4d2f,"Allende, Isabel"
64cc2db4830ba29148da4d2f,"ALLENDE,ISABEL"
64cc2db4830ba29148da4d32,"Blyton, Enid"
64cc2db4830ba29148da4d32,Enid Blyton
64cc2db4830ba29148da4d33,"Gaiman, Neil"
64cc2db4830ba29148da4d33,Neil Gaiman
64cc2db4830ba29148da4d3a,"Hickam, Homer"
64cc2db4830ba29148da4d3a,Homer Hickam
64cc2db4830ba29148da4d3b,"Abraham, Pearl"
64cc2db4830ba29148da4d3c,"Junger, Sebastian"
64cc2db4830ba29148da4d3c,Sebastian Junger
64cc2db4830ba29148da4d3d,"Armstrong, Karen"
64cc2db4830ba29148da4d3d,"ARMSTRONG, KAREN."
64cc2db4830ba29148da4d3d,Karen Armstrong
64cc2db4830ba29148da4d3e,"Brin, David"
64cc2db4830ba29148da4d3e,David Brin
64cc2db4830ba29148da4d3f,T. C. Boyle
64cc2db4830ba29148da4d3f,"Boyle, T.C."
64cc2db4830ba29148da4d3f,T.C. Boyle
64cc2db4830ba29148da4d41,Plato
64cc2db4830ba29148da4d41,"Plato, ."
64cc2db4830ba29148da4d42,"Madaras, Lynda"
64cc2db4830ba29148da4d46,"Conrad, Pam"
64cc2db4830ba29148da4d46,Pam Conrad
64cc2db4830ba29148da4d47,"Mcdaniel, Lurlene"
64cc2db4830ba29148da4d47,"McDaniel, Lurlene"
64cc2db4830ba29148da4d47,"McDaniel, Lurlene."
64cc2db4830ba29148da4d47,Lurlene McDaniel
64cc2db4830ba29148da4d4b,"Eddings, David"
64cc2db4830ba29148da4d4b,David Eddings
64cc2db4830ba29148da4d4b,"EDDINGS, DAVID"
64cc2db4830ba29148da4d4c,"Eddings, Leigh"
64cc2db4830ba29148da4d4c,Leigh Eddings
64cc2db4830ba29148da4d4d,"Reiser, Paul"
64cc2db4830ba29148da4d4e,"Hartwell, David G."
64cc2db4830ba29148da4d4e,"Hartwell, David G"
64cc2db4830ba29148da4d4e,David G. Hartwell
64cc2db4830ba29148da4d50,"Barry, Dave"
64cc2db4830ba29148da4d50,Dave Barry
64cc2db4830ba29148da4d59,"Parker, Robert B."
64cc2db4830ba29148da4d59,Robert B. Parker
64cc2db4830ba29148da4d59,"Parker, Robert B"
64cc2db4830ba29148da4d5d,"Waters, Sarah"
64cc2db4830ba29148da4d5e,"Frank, Anne"
64cc2db4830ba29148da4d5e,Anne Frank
64cc2db4830ba29148da4d62,"Barr, Nevada"
64cc2db4830ba29148da4d63,"Auster, Paul"
64cc2db4830ba29148da4d63,Paul Auster
64cc2db4830ba29148da4d63,"AUSTER, Paul"
64cc2db4830ba29148da4d65,"Irving, John"
64cc2db4830ba29148da4d65,John irving
64cc2db4830ba29148da4d65,John Irving
64cc2db4830ba29148da4d68,"Bosley, Deborah"
64cc2db4830ba29148da4d6b,"Patchett, Ann"
64cc2db4830ba29148da4d6b,"Patchett, Ann."
64cc2db4830ba29148da4d70,"Cahill, Thomas"
64cc2db4830ba29148da4d72,"Smiley, Jane"
64cc2db4830ba29148da4d72,Jane Smiley
64cc2db4830ba29148da4d73,"Francis, Dick"
64cc2db4830ba29148da4d73,Dick Francis
64cc2db4830ba29148da4d73,Dick francis
64cc2db4830ba29148da4d73,"FRANCIS, DICK"
64cc2db4830ba29148da4d74,"Roberts, Nora"
64cc2db4830ba29148da4d74,Nora Roberts
64cc2db4830ba29148da4d74,Nora Roberts　著
64cc2db4830ba29148da4d75,Jean Marzollo
64cc2db4830ba29148da4d75,"Marzollo, Jean"
64cc2db4830ba29148da4d78,"Delinsky, Barbara"
64cc2db4830ba29148da4d78,Barbara Delinsky
64cc2db4830ba29148da4d79,P. D. James
64cc2db4830ba29148da4d79,"James, P. D."
64cc2db4830ba29148da4d79,"James, P.D."
64cc2db4830ba29148da4d79,"James, P D"
64cc2db4830ba29148da4d79,"James, P.d"
64cc2db4830ba29148da4d79,"James, P. D"
64cc2db4830ba29148da4d7c,"Stout, Rex"
64cc2db4830ba29148da4d7c,Rex Stout
64cc2db4830ba29148da4d7d,"Anderson, Joan"
64cc2db4830ba29148da4d80,"Lucado, Max"
64cc2db4830ba29148da4d80,Max Lucado
64cc2db4830ba29148da4d81,Larry Crabb
64cc2db4830ba29148da4d81,"Crabb, Larry"
64cc2db4830ba29148da4d8a,"Cunningham, Scott"
64cc2db4830ba29148da4d8a,Scott Cunningham
64cc2db4830ba29148da4d8f,"Shakespeare, William"
64cc2db4830ba29148da4d8f,William Shakespeare
64cc2db4830ba29148da4d8f,William  Shakespeare
64cc2db4830ba29148da4d8f,"SHAKESPEARE, WILLIAM"
64cc2db4830ba29148da4d8f,WILLIAM SHAKESPEARE
64cc2db4830ba29148da4d8f,"Shakespeare, William , 1564-1616"
64cc2db4830ba29148da4d92,"Carroll, Lewis"
64cc2db4830ba29148da4d92,Lewis Carroll
64cc2db4830ba29148da4d92,LEWIS CARROLL
64cc2db4830ba29148da4d93,"Twain, Mark"
64cc2db4830ba29148da4d93,Mark Twain
64cc2db4830ba29148da4d93,mark-twain
64cc2db4830ba29148da4d9a,"Harris, Thomas"
64cc2db4830ba29148da4d9a,Thomas Harris
64cc2db4830ba29148da4d9a,"HARRIS, Thomas"
64cc2db4830ba29148da4d9c,"Atwood, Margaret"
64cc2db4830ba29148da4d9c,Margaret Atwood
64cc2db4830ba29148da4d9c,"ATWOOD, MARGARET."
64cc2db4830ba29148da4d9c,"Atwood, Margaret."
64cc2db4830ba29148da4d9c,Margaret atwood
64cc2db4830ba29148da4d9d,"Allison, Dorothy"
64cc2db4830ba29148da4d9e,"Angelou, Maya"
64cc2db4830ba29148da4d9e,Maya Angelou
64cc2db4830ba29148da4d9f,Edith Wharton
64cc2db4830ba29148da4d9f,"Wharton, Edith"
64cc2db4830ba29148da4d9f,"WHARTON, Edith"
64cc2db4830ba29148da4da4,"McCourt, James"
64cc2db4830ba29148da4da5,"Wurtzel, Elizabeth"
64cc2db4830ba29148da4db6,Maria Jaén
64cc2db4830ba29148da4dbb,"VAZQUEZ RIAL, HORACIO"
64cc2db4830ba29148da4dbb,"Vazquez Rial, Horacio"
64cc2db4830ba29148da4dbb,"Vazquez-Rial, Horacio"
64cc2db4830ba29148da4dbb,"Vázquez Rial, Horacio"
64cc2db4830ba29148da4dbf,Anne McCaffrey
64cc2db4830ba29148da4dbf,"McCaffrey, Anne"
64cc2db4830ba29148da4dbf,"MCCAFFREY, ANNE"
64cc2db4830ba29148da4dbf,"Mccaffrey, Anne"
64cc2db4830ba29148da4dbf,Anne Mccaffrey
64cc2db4830ba29148da4dc0,"Gemmell, David"
64cc2db4830ba29148da4dc0,David Gemmell
64cc2db4830ba29148da4dc2,"Truman, Margaret"
64cc2db4830ba29148da4dc2,Margaret Truman
64cc2db4830ba29148da4dc3,"Danziger, Paula"
64cc2db4830ba29148da4dc3,Paula Danziger
64cc2db4830ba29148da4dc5,"Coville, Bruce"
64cc2db4830ba29148da4dc5,Bruce Coville
64cc2db4830ba29148da4dcc,Mary Wollstonecraft Shelley
64cc2db4830ba29148da4dcc,"Shelley, Mary Wollstonecraft"
64cc2db4830ba29148da4dce,"Rice, Luanne"
64cc2db4830ba29148da4dce,Luanne Rice
64cc2db4830ba29148da4dcf,"Gilchrist, Ellen"
64cc2db4830ba29148da4dcf,Ellen Gilchrist
64cc2db4830ba29148da4dd5,"Lamb, Wally"
64cc2db4830ba29148da4dd5,Wally Lamb
64cc2db4830ba29148da4dd9,"Le Carre, John"
64cc2db4830ba29148da4dd9,"le Carre, John"
64cc2db4830ba29148da4dd9,"Lecarre, John"
64cc2db4830ba29148da4dd9,John Le Carre
64cc2db4830ba29148da4dd9,"Carre, John Le"
64cc2db4830ba29148da4dd9,"LeCarre, John"
64cc2db4830ba29148da4dd9,"Carre, John le"
64cc2db4830ba29148da4dd9,John le Carre'
64cc2db4830ba29148da4dd9,John le Carre
64cc2db4830ba29148da4ddd,"Girzone, Joseph F."
64cc2db4830ba29148da4ddd,"Girzone, Joseph F"
64cc2db4830ba29148da4ddd,Joseph F. Girzone
64cc2db4830ba29148da4de1,"Nancy, Ted L."
64cc2db4830ba29148da4de1,Ted L. Nancy
64cc2db4830ba29148da4de2,"Wheen, Francis"
64cc2db4830ba29148da4de4,"Sheldon, Sidney"
64cc2db4830ba29148da4de4,Sidney Sheldon
64cc2db4830ba29148da4de7,"Lacey, Robert"
64cc2db4830ba29148da4dea,"Leonard, Elmore"
64cc2db4830ba29148da4dea,Elmore Leonard
64cc2db4830ba29148da4dea,"LEONARD, Elmore"
64cc2db4830ba29148da4dea,"leonard, elmore"
64cc2db4830ba29148da4df0,"Gaskell, Elizabeth"
64cc2db4830ba29148da4df0,Elizabeth Gaskell
64cc2db4830ba29148da4df1,"Diamant, Anita"
64cc2db4830ba29148da4df4,"Grimes, Martha"
64cc2db4830ba29148da4df4,Martha Grimes
64cc2db4830ba29148da4df4,Martha  Grimes
64cc2db4830ba29148da4df5,"James, Henry"
64cc2db4830ba29148da4df5,Henry James
64cc2db4830ba29148da4df6,Sarah Orne Jewett
64cc2db4830ba29148da4df6,"Jewett, Sarah Orne"
64cc2db4830ba29148da4dff,"Milosz, Czeslaw"
64cc2db4830ba29148da4dff,Czeslaw Milosz
64cc2db4830ba29148da4e03,"Mclaughlin, Emma"
64cc2db4830ba29148da4e03,"McLaughlin, Emma"
64cc2db4830ba29148da4e10,"Coulter, Catherine"
64cc2db4830ba29148da4e10,Catherine Coulter
64cc2db4830ba29148da4e10,"COULTER, Catherine"
64cc2db4830ba29148da4e10,Catherine  Coulter
64cc2db4830ba29148da4e12,"Cussler, Clive"
64cc2db4830ba29148da4e12,Clive Cussler
64cc2db4830ba29148da4e12,"CUSSLER, CLIVE"
64cc2db4830ba29148da4e16,"Marciano, Francesca"
64cc2db4830ba29148da4e18,"O'Dell, Tawni"
64cc2db4830ba29148da4e18,"O'dell, Tawni"
64cc2db4830ba29148da4e1a,"Steel, Danielle"
64cc2db4830ba29148da4e1a,Danielle Steel
64cc2db4830ba29148da4e1c,"Banks, Russell"
64cc2db4830ba29148da4e1c,Russell Banks
64cc2db4830ba29148da4e1d,Samuel Taylor Coleridge
64cc2db4830ba29148da4e1d,"Coleridge, Samuel Taylor"
64cc2db4830ba29148da4e20,"Robards, Karen"
64cc2db4830ba29148da4e20,Karen Robards
64cc2db4830ba29148da4e21,"Lathen, Emma"
64cc2db4830ba29148da4e21,Emma Lathen
64cc2db4830ba29148da4e22,"Kellerman, Faye"
