_id,genre
0393029638,Family Therapy--methods
0393029638,Life change events
0393029638,Family therapy
0486228282,Squirrels
0486228282,Fiction
1565843436,"World War, 1939-1945"
1565843436,Soldiers
0465045847,Parent-Child Relations
0465045847,616.85/82239
0465045847,Personality Disorders
0465045847,Adult child abuse victims--Mental health
0465045847,Narcissistic injuries
0465045847,Recovered memory
0465045847,Repression (Psychology)
0465045847,"Repression, Psychology"
0465045847,Child Abuse--rehabilitation
0465045847,Adult child abuse victims--Rehabilitation
0465045847,Parent and child
0465045847,RC569.5.C55 M55513 2001
0465045847,Child Abuse--psychology
0684831392,"Clinton, Hillary Rodham"
0684831392,"Whitewater Inquiry, 1993-2000"
0684831392,Politics and government
0684831392,"Clinton, Bill , 1946-"
0684831392,E886.2 .S74 1997
0385334222,813/.54
0385334222,PS3558.I224 B33 1999
0895871971,Cooks
0895871971,PS3569.H4349 M56 2000
0895871971,Minotaur (Greek mythology)
0895871971,Minotaur (Greek mythology)--Fiction
0895871971,813/.54
0895871971,Minotaur
0895871971,Cooks--Southern States--Fiction
0895871971,Cooks--Fiction
0312280157,Film critics
0312280157,813/.54
0312280157,"Berger, Mitch (Fictitious character)--Fiction"
0312280157,Film critics--Fiction
0312280157,Policewomen--Fiction
0312280157,Policewomen
0312280157,African American police--Fiction
0312280157,African American police
0312280157,"Berger, Mitch (Fictitious character)"
0312280157,"Mitry, Desiree (Fictitious character)--Fiction"
0312280157,PS3558.A4637 H68 2002
0312280157,"Mitry, Desiree (Fictitious character)"
0201634546,Object-oriented Programming (computer Science)
0201634546,Java (computer Program Language)
0201634546,Internet Programming
3442151376,Turks
3442151376,Politics and government
3442151376,Turks--Germany
3442151376,Foreign relations
0689802668,Dolls & Puppets
0689802668,Toys
0689802668,African American Studies
0689802668,U.S. People & Places - Miscellaneous
0689802668,Kwanzaa Holidays
0689802668,North American People
0821761056,Man-woman Relationships
0821761056,Social Life And Customs
1570082677,"Smith, Joseph , 1805-1944"
1570082677,BX8695.S6 S63 1996
1570082677,"Smith, Joseph , 1805-1844"
1570082677,Mormons--United States--Biography
1570082677,Mormons
1570082677,Mormon Church--Presidents
1570082677,PresidentsChurch of Jesus Christ of Latter-day Saints
1570082677,Mormon Church--History
1570082677,Mormon Church--Presidents--Biography
093527829X,Crafts & Hobbies
093527829X,Children's Non-Fiction
9511101218,"Cooking, Finnish"
9511101218,TX723.5.F5 T36 1988
9511101218,641.594897
0446519146,Arkansas - Regional Biography
0684831546,Accordion--History
0684831546,Accordionists
0684831546,Accordionists--United States--Fiction
0684831546,Accordion--History--Fiction
0684831546,813/.54
0517582848,HV6248.M4653 H45 1993
0517582848,Serial murders--United States--Case studies
0517582848,364.1/523/0973
0517582848,Murderers--United States--Biography
0517582848,"McGinnis, Virginia"
0517582848,Women murderers--United States--Biography
0517582848,Women murderers
0517582848,Serial murders--Case studies
0517582848,Criminals--United States--Biography
0517582848,Insurance fraud--Case studies
0517582848,Insurance fraud--United States--Case studies
0517582848,Murderers
0517582848,Criminals
074341005X,Peoples & Cultures
074341005X,Native Americans - Biography
074341005X,Teens - Hot Issues
074341005X,General & Miscellaneous World History
074341005X,Anthropology
074341005X,Exploration & Discovery
074341005X,Teens - Biography
0140430482,Family-owned business enterprises--Fiction
0140430482,Dysfunctional families
0140430482,Family-owned business enterprises
0140430482,PZ3.D55 Dom40
0140430482,PR4559
0140430482,823/.8
0140430482,Businesspeople
0140430482,Fathers and daughters
0140430482,Dysfunctional families--Fiction
0140430482,Businesspeople--Fiction
0140430482,Fathers and daughters--Fiction
0688089429,PS3576.E43 F7 1989
0688089429,813/.54
0385475527,PS3570.H6678 N36 1995
0385475527,813/.54
0671042556,Abandoned children
0671042556,979.4/053/092 B
0671042556,"Childhood and youthLauck, Jennifer"
0671042556,Abandoned children--California--Biography
0671042556,CT275.L2715 A3 2000
0807554197,Children's Fiction
0807554197,Mysteries & Detective Stories
0870031279,DK510.763 .S495 1999
0870031279,Politics and government
0870031279,947.086
0486427587,Ancient
0486427587,Classical & Medieval
0486427587,Poetry
044181137X,Alternate Realities - Fiction
0300001355,495.68242
0300001355,Japanese language--Grammar
0300001355,PL535 .J6
0842350233,Providence And Government Of God
082481424X,Q115 .M42 1992
082481424X,910.4/1/092 B
082481424X,Challenger (Ship : 1872-1876)
082481424X,Oceanographers
082481424X,Scientific expeditions
082481424X,Challenger Expedition (1872-1876)
082481424X,"CorrespondenceMatkin, Joseph"
082481424X,Oceanographers--Great Britain--Biography
082481424X,Expeditions
0863561942,Women political prisoners
0863561942,Political prisoners
0863561942,365.45092
0863561942,"Guzel, Asiye Zeybek"
0863561942,Political prisoners--Turkey--Biography
0863561942,Women political prisoners--Turkey--Biography
0863561942,HV9776.7 .G89 2003
0811832384,Bee Culture
0811832384,Cooking (honey)
0811832384,Handicraft
0811832384,Honey
1584650214,Guilt
1584650214,Traffic accidents
1584650214,Guilt--Fiction
1584650214,Traffic accidents--Fiction
1584650214,PS3566.I38157 R34 2000
1584650214,813/.54
0060392428,Food
0060392428,Tables
0060392428,Nutrition
0060392428,Weight Loss
0060392428,Composition
0060529121,English Poetry
0060529121,Conduct Of Life
0060529121,Adjustment (psychology)
0385314345,Teenage girls--Fiction
0385314345,Sisters--Fiction
0385314345,813/.54
0385314345,Teenage girls--New Jersey--Fiction
0385314345,PS3558.A459 M9 1996
0385314345,Sisters--New Jersey--Fiction
0385314345,Teenage girls
0385314345,Jewish girls
0385314345,Jewish girls--Fiction
0385314345,Jewish girls--New Jersey--Fiction
0385314345,Sisters
061826051X,General
061826051X,Children's Fiction
0380794470,Single mothers--North Carolina--Fiction
0380794470,PS3566.H522 N62 1998x
0380794470,Single mothers
0380794470,Widows
0380794470,813/.54
0380794470,Widows--North Carolina--Fiction
0671761048,Description and travel
0671761048,978
0671761048,"History, Local"
0671761048,F787 .K45 1992
0743223527,"National characteristics, American"
0743223527,"National characteristics, American--Anecdotes"
0743223527,973
0743223527,Politics and government
0743223527,Description and travel
0743223527,E178.6 .V68 2002
0743223527,History
0743223527,"Vowell, Sarah , 1969-"
0140258884,Feminism
0140258884,Social movements--India
0140258884,Feminism--India
0140258884,Women--India--Social conditions
0140258884,305.42/0954
0140258884,Women--Social conditions
0140258884,Social movements
0140258884,HQ1742 .N318 1995
0373029837,813/.54 [Fic]
0373029837,Ranchers
0373029837,PS3556.O956 N67 1989x
0373029837,Ranchers--Texas--Fiction
0373029837,Arranged marriage--Fiction
0373029837,Arranged marriage
044661081X,Space Exploration - Fiction
0671877208,Fantasy Fiction
0803793375,Fiction
0803793375,Snakes
0803793375,Unicorns
1551990482,Social life and customs
1551990482,Popular culture
1551990482,Civilization
1551990482,"JourneysGrescoe, Taras"
1551990482,F1052 .G74 2000
1551990482,Popular culture--Québec (Province)
1551990482,971.4
1551990482,Description and travel
0877190631,Lesbians--Fiction
0877190631,Lesbians
0877190631,PS3551.R53 B34 1987
0877190631,813/.54
0684853183,941.082/3
0684853183,DA567 .W45 2001
0684853183,"Edward , 1841-1910"
0684853183,History
0684853183,Kings and rulers
0689810695,Shopping
0689810695,Pigs
0689810695,Halloween
0689810695,Fiction
0689810695,Mathematics
8878230278,PQ4863.R58 C4 1990
8878230278,MLCS 91/12577 (P)
0935060065,PS3573.A817 C5
0935060065,Lesbians
0935060065,811/.54
0935060065,Lesbians--Poetry
0805075453,Popular culture--United States
0805075453,Social life and customs
0805075453,Celebrities
0805075453,Fame
0805075453,E169.02 O75 2004
0805075453,920/.009/045
0805075453,Mass media and culture
0805075453,Mass media and culture--United States
0805075453,Celebrities--United States
0805075453,Popular culture
014002476X,Fiction Subjects
014002476X,World Literature
014002476X,Fiction
0151686564,PS3509.L43 O55 1982
0151686564,Cats
0151686564,Cats--Poetry
0151686564,821/.912
0895774739,Domestic Animals
0895774739,Size
0895774739,Dogs
0895774739,Fiction
0658000756,Language--Spanish
0658000756,Spanish language--English
0658000756,Language--English
0658000756,468.2/421
0658000756,Spanish language--Grammar
0658000756,Spanish language--Textbooks for foreign speakers--English
0658000756,PC4129.E5 G7 1999
0658000756,PC4129.E5 G664u 1999
8420600253,Uruguayan poetry
8420600253,Uruguayan poetry--20th century
8420600253,PQ8519.B292 A61 1984
1562790811,Family & Friendship - Fiction
1562790811,Phases of Life - Fiction
1562790811,Westerns
0855617381,"Juvenile justice, Administration of--Australia--New South Wales--History"
0855617381,KU110.H65 A3 1997
0855617381,Women judges--Australia--New South Wales--Biography
0855617381,345.944/081/092
0855617381,"Holborow, Barbara"
0855617381,"Juvenile justice, Administration of--History"
0855617381,Women judges
068802968X,791.43/028/0924 B
068802968X,PN2287.D324 A34 1976
068802968X,"Day, Doris , 1922-2019"
0060982012,African Americans
0060982012,American fiction--20th century
0060982012,American fiction
0060982012,African Americans--Fiction
0060982012,American fiction--African American authors
0060982012,African Americans--Social life and customs
0060982012,African Americans--Social life and customs--Fiction
0060982012,PS647.A35 C35 1992
0060982012,"Short stories, American"
0060982012,813/.0108896073
0060982012,PS647.A35 C35 1993
007004466X,Motion picture industry--United States--History
007004466X,Popular culture--History
007004466X,Motion pictures--United States--History
007004466X,Motion pictures--Social aspects--United States
007004466X,Motion pictures--History
007004466X,Motion picture industry--History
007004466X,Culture in motion pictures
007004466X,PN1993.5.U6 B365 1994
007004466X,791.43/0973
007004466X,Motion pictures--Social aspects
007004466X,Popular culture--United States--History--20th century
0316736414,Sex role in the work environment
0316736414,HD6060.6 .R43 1995
0316736414,Communication in organizations
0316736414,305.42
0316736414,Communication--Sex differences
0316736414,Sex discrimination in employment--Case studies
0316736414,Communication in organizations--Case studies
0814405436,658.4/092
0814405436,Leadership
0814405436,Explorers--Antarctica
0814405436,Explorers
0814405436,"Shackleton, Ernest Henry , 1874-1922"
0814405436,Survival
0814405436,Strategic planning
0814405436,Discovery and exploration--British
0814405436,HD57.7 .P46 2000
0818404728,"Onassis, Jacqueline Kennedy , 1929-1994"
0818404728,"Onassis, Jacqueline Kennedy , 1929-"
0818404728,Presidents' spouses
0818404728,Celebrities--United States--Biography
0818404728,Celebrities
0818404728,Presidents' spouses--United States--Biography
0818404728,973.922/092 B
0818404728,CT275.O552 H49 1989
0312143222,Fiction Subjects
0312143222,World Literature
1558212574,712
1558212574,Gardens--Design
1558212574,SB473 .A735 1993
1558212574,Landscape gardening
0060187824,"Murray, James , 1926-"
0060187824,Monks
0060187824,Monks--United States--Biography
0060187824,271/.102 B
0060187824,BX4705.M9765 M88 1999
0413732606,PR9387.9.S6 A6 1999
0413732606,822
0413732606,English drama
0413732606,English drama--20th century
0671042203,Mystery & Detective
0671042203,Fiction
0743235142,Self-Help
0743235142,Motivational & Inspirational
0684842572,PS3545.H16 A15 1997
0684842572,"Ghost stories, American"
074341232X,Cozy Mysteries & Amateur Sleuths
074341232X,Crimes - Fiction
074341232X,Detective Fiction
074341232X,Women Detectives - Fiction
2020285037,Natural history
2020285037,Excellence
2020285037,Evolution (Biology)
2020285037,Nature
1400060923,Teenage boys
1400060923,Teenage boys--Fiction
1400060923,Crime scenes
1400060923,Crime scenes--Fiction
1400060923,Girls--Fiction
1400060923,PS3569.T6914 L67 2003
1400060923,Mothers--Death
1400060923,Girls
1400060923,813/.54
1400060923,Abandoned houses
1400060923,Suicide victims--Family relationships--Fiction
1400060923,Suicide victims--Family relationships
1400060923,Abandoned houses--Fiction
1400060923,Mothers--Death--Fiction
0192833375,PQ6459 .A2 1999
0192833375,862/.3
0192833375,Drama
006091307X,Fiction
1555836992,813/.54
1555836992,Police--New York (State)--New York--Fiction
1555836992,PS3566.I25 L87 2002
1555836992,Police
1555836992,Gay men
1555836992,Gay men--Fiction
1880089157,Fatherhood (Christian theology)
1880089157,BV4529 .J34 1995
1880089157,Fatherhood--Religious aspects--Christianity
1880089157,God--Fatherhood
0446529338,Parent and adult child--United States
0446529338,Parent and adult child
0446529338,Fathers--Death--Psychological aspects
0446529338,"FamilyMcEnroe, Colin"
0446529338,Fathers and sons--United States
0446529338,Baby boom generation
0446529338,Baby boom generation--United States
0446529338,PS3563.C3615 M9 2003
0446529338,"Humorists, American--20th century--Biography"
0446529338,Fathers and sons
0446529338,818/.5402 B
0446529338,"Humorists, American"
078971020X,Microsoft Excel
078971020X,Spreadsheets
0060086661,United States History - Northeastern & Middle Atlantic Region
0060086661,Alternative Spirituality
0060086661,Parapsychology
0060187905,Governesses--Thailand--Biography
0060187905,Social life and customs
0060187905,DS578.32.L44 L36 1997
0060187905,959.3/034/0922 B
0060187905,"Leonowens, Anna Harriette , 1831-1915"
0060187905,"Mongkut , 1804-1868"
0060187905,Court and courtiers
0060187905,Governesses
0399147179,Homeless Persons
0399147179,Trials (murder)
0399147179,"Gold, Sheldon (fictitious Character)"
0399147179,"O'clare, Mairead (fictitious Character)"
0399147179,Women Lawyers
2253145564,Women missionaries
2253145564,Missionaries of Charity
2253145564,Women missionaries--India--Kolkata--Biography
2253145564,"Teresa , 1910-1997"
2253145564,Nuns--India--Kolkata--Biography
2253145564,Poor--Services for
2253145564,Nuns
2253145564,Poor--Services for--India--Kolkata
0072125705,Protocols & Standards - Computer Networks
014028351X,Thylacine
014028351X,Wilderness areas--Fiction
014028351X,Thylacine--Fiction
014028351X,Wilderness areas
014028351X,Extinct animals--Fiction
014028351X,PR9619.3 .L4404 H86 1999
014028351X,Extinct animals
014028351X,Hunters
014028351X,Hunters--Fiction
0871137267,Sports for women--History
0871137267,Sports for women--Social aspects--United States
0871137267,Sports for women--United States--History
0871137267,GV709.18.U6 N55 1998
0871137267,Sports for women--Social aspects
0871137267,Women athletes--United States--History
0871137267,796/.082/0973
0871137267,Women athletes--History
0394549236,D743 .P95 1986
0394549236,"World War, 1939-1945"
0394549236,940.53
0679409483,PR6069.O78 I5 1993
0679409483,Egyptians
0679409483,Egyptians--England--Fiction
0679409483,823/.914
3442441935,German wit and humor
3442441935,PN1992.77.R75 K46 1998
074341893X,Fiction - General & Miscellaneous
074341893X,Teen Fiction - Horror & Suspense
074341893X,Teen Fiction - Movies & TV
074341893X,Science Fiction & Fantasy Media Tie-In Fiction
0671691988,"Reagan, Ronald"
0671691988,Presidents--United States--Biography
0671691988,973.927/092 B
0671691988,E877 .R33 1990
0671691988,Politics and government
0671691988,Presidents
039556008X,Graphic Novels
039556008X,Comics &amp; Graphic Novels
068485533X,Humor
038542471X,General
038542471X,Fiction
155166660X,Contemporary Romance
075730088X,Motherhood
075730088X,Religious Inspiration - General
0865475946,"Martin, Gregory , 1971-"
0865475946,Social life and customs
0865475946,F849.M68 M37 2000
0865475946,Basque Americans
0865475946,979.3/16
0865475946,Basque Americans--Nevada--Mountain City--Biography
0138544891,QA 76.6 T164s 1984
0138544891,001.64/2
0138544891,Computer organization
0138544891,Computers
0138544891,Computer programming
0138544891,QA76.6 .T38 1984
0571191290,Wives--Norway--Drama
0571191290,"Drama in Norwegian, 1800-1900 - English texts"
0571191290,Wives
0571191290,839.8226
0345448944,PS3614.E58 G38 2003
0345448944,813/.6
0195151003,E457 .G46 2002
0195151003,"Military leadershipLincoln, Abraham , 1809-1865"
0195151003,973.7/092 B
0195151003,"Lincoln, Abraham , 1809-1865"
0195151003,Presidents--United States--Biography
0195151003,Politics and government
0195151003,Presidents
0553099760,Shamanism
0553099760,Ecstasy
0553099760,Miscellanea
0812218299,Senses and sensation
0812218299,152/.82
0812218299,Sensation
0812218299,Touch--physiology
0812218299,2003 B-922
0812218299,BF 275 S478 2003
0812218299,Nonverbal Communication--psychology
0812218299,Touch
0812218299,BF275 .S46 2003
0823031691,Architecture--United States--History--20th century
0823031691,"Architecture, Domestic--United States"
0823031691,Small houses--United States--Designs and plans
0823031691,NA7208 .N44 1999
0823031691,728/.37/0973
0823031691,Small houses
0823031691,"Architecture, Domestic"
0823031691,Architecture--History
0195029046,Indians of North America--Cultural assimilation
0195029046,"North American IndiansRelations with white persons, to 1775"
0195029046,Civilization--Indian influences
0195029046,Indians of North America--History
0195029046,E98.C89 A9
0195029046,History
0195029046,970.004/92
0743476123,813/.6
0743476123,Gay youth--Fiction
0743476123,Gay youth
0743476123,Teenage boys
0743476123,Male friendship
0743476123,PS3602.R633 E94 2003
0743476123,Teenage boys--Fiction
0743476123,Male friendship--Fiction
0743476123,High school students
0743476123,High school students--Fiction
0064401863,Statues
0064401863,"Children's Stories, American"
0064401863,Supernatural
0064401863,Fiction
076071519X,Literary Quotations
076071519X,Writing - General & Miscellaneous
076071519X,Literary Reference - Books & Reading
0312854285,813/.54
0312854285,PS3560.O7617 L67 1994
0312854285,Rand al'Thor (Fictitious character)
